dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
62,Taijul Islam,Taijul Islam,BDESH,48,10.04,39.88,7048.000000000001,33.17,3.21,61.8,Left-hand bat,Slow left-arm orthodox
63,Shaun Tait,SW Tait,AUS,5,6.66,43.47,414.0,60.40,4.37,82.8,Right-hand bat,Right-arm fast
64,Talha Jubair,Talha Jubair,BDESH,14,6.50,53.60,1090.0,55.07,4.24,77.8,Right-hand bat,Right-arm medium
65,Tamim Iqbal,Tamim Iqbal,BDESH,115,38.64,56.48,30.0,-,4.00,-,Left-hand bat,-
66,Tanvir Ahmed,Tanvir Ahmed,PAK,7,34.00,62.73,707.0,26.64,3.84,41.5,Right-hand bat,Right-arm fast-medium
67,Tapash Baisya,Tapash Baisya,BDESH,40,11.29,49.93,3370.0,59.36,3.80,93.6,Right-hand bat,Right-arm fast-medium
68,Tareq Aziz,Tareq Aziz,BDESH,6,11.00,14.96,360.0,261.00,4.35,360.0,Right-hand bat,Right-arm medium-fast
69,Taskin Ahmed,Taskin Ahmed,BDESH,10,6.80,40.96,930.0,97.42,4.40,132.8,Left-hand bat,Right-arm fast
70,Taufeeq Umar,Taufeeq Umar,PAK,83,37.98,44.71,78.0,-,3.38,-,Left-hand bat,Right-arm offbreak
71,Brendan Taylor,BRM Taylor,ZIM,62,35.43,53.18,42.0,-,5.42,-,Right-hand bat,Right-arm offbreak
72,Jerome Taylor,JE Taylor,WI,73,12.96,62.57,7757.0,34.46,3.46,59.6,Right-hand bat,Right-arm fast
73,Ross Taylor,LRPL Taylor,NZ,178,46.10,60.00,96.0,24.00,3.00,48.0,Right-hand bat,Right-arm offbreak
74,James Taylor,JWA Taylor,ENG,13,26.00,41.43,-,-,-,-,Right-hand bat,Legbreak
75,Sachin Tendulkar,SR Tendulkar,INDIA,204,51.65,53.84,2890.0,66.85,3.74,107.0,Right-hand bat,"Right-arm offbreak, Legbreak googly"
76,David Terbrugge,DJ Terbrugge,SA,3,0.66,7.40,412.00000000000006,24.00,3.84,37.4,Right-hand bat,Right-arm fast-medium
77,Shardul Thakur,SN Thakur,INDIA,1,-,33.33,10.0,-,5.40,-,Right-hand bat,Right-arm medium
78,Upul Tharanga,WU Tharanga,SL,58,31.89,54.60,-,-,-,-,Left-hand bat,-
79,Lahiru Thirimanne,HDRL Thirimanne,SL,68,22.64,37.96,84.0,-,3.64,-,Left-hand bat,Right-arm medium-fast
80,Stuart Thompson,SR Thompson,IRE,6,10.66,32.98,410.0,20.40,2.98,41.0,Left-hand bat,Right-arm medium-fast
81,Graham Thorpe,GP Thorpe,ENG,64,55.30,47.10,-,-,-,-,Left-hand bat,Right-arm medium
82,Thilan Thushara,T Thushara,SL,14,8.54,46.76,1668.0,37.14,3.74,59.5,Left-hand bat,Left-arm fast-medium
83,Hashan Tillakaratne,HP Tillakaratne,SL,40,54.24,42.88,36.0,-,1.83,-,Left-hand bat,Right-arm offbreak
84,Donald Tiripano,DT Tiripano,ZIM,20,19.93,29.48,1863.9999999999998,52.31,2.69,116.5,Right-hand bat,Right-arm fast-medium
85,Gavin Tonge,GC Tonge,WI,2,25.00,96.15,168.0,113.00,4.03,168.0,Right-hand bat,Right-arm fast-medium
86,James Tredwell,JC Tredwell,ENG,2,22.50,51.72,786.0,29.18,2.45,71.4,Left-hand bat,Right-arm offbreak
87,Chris Tremlett,CT Tremlett,ENG,15,10.27,37.79,2902.0,27.00,2.95,54.7,Right-hand bat,Right-arm medium-fast
88,Marcus Trescothick,ME Trescothick,ENG,132,44.60,55.92,210.0,-,3.40,-,Left-hand bat,Right-arm medium
89,Jonathan Trott,IJL Trott,ENG,93,44.08,47.18,708.0,80.00,3.38,141.6,Right-hand bat,Right-arm medium
90,Charlton Tshuma,CK Tshuma,ZIM,2,1.50,10.00,150.0,85.00,3.40,150.0,Right-hand bat,Right-arm fast-medium
91,Thami Tsolekile,TL Tsolekile,SA,5,9.40,26.55,-,-,-,-,Right-hand bat,Right-arm offbreak
92,Lonwabo Tsotsobe,LL Tsotsobe,SA,5,6.33,35.84,870.0,49.77,3.08,96.6,Right-hand bat,Left-arm fast-medium
93,Alex Tudor,AJ Tudor,ENG,10,7.00,26.35,1162.0,36.20,3.73,58.1,Right-hand bat,Right-arm fast
94,Daryl Tuffey,DR Tuffey,NZ,31,18.59,44.16,4439.0,28.70,2.87,59.9,Right-hand bat,Right-arm fast-medium
95,Phil Tufnell,PCR Tufnell,ENG,2,7.00,41.17,234.0,174.00,4.46,234.0,Right-hand bat,Slow left-arm orthodox
96,Tushar Imran,Tushar Imran,BDESH,10,8.90,33.84,60.0,-,4.80,-,Right-hand bat,-
97,Shaun Udal,SD Udal,ENG,7,18.16,50.93,596.0,43.00,3.46,74.5,Right-hand bat,Right-arm offbreak
98,Mahela Udawatte,ML Udawatte,SL,4,5.75,31.94,-,-,-,-,Left-hand bat,Right-arm offbreak
99,Umar Akmal,Umar Akmal,PAK,30,35.82,65.98,-,-,-,-,Right-hand bat,Right-arm offbreak
100,Umar Amin,Umar Amin,PAK,8,12.37,50.00,132.0,21.00,2.86,44.0,Left-hand bat,Right-arm medium
101,Umar Gul,Umar Gul,PAK,67,9.94,47.92,9599.0,34.06,3.47,58.8,Right-hand bat,Right-arm fast-medium
102,Jaydev Unadkat,JD Unadkat,INDIA,2,2.00,13.33,156.0,-,3.88,-,Right-hand bat,Left-arm medium
103,Eric Upashantha,KEA Upashantha,SL,2,2.00,19.04,48.0,65.00,8.12,48.0,Right-hand bat,Right-arm fast-medium
104,Usman Salahuddin,Usman Salahuddin,PAK,2,18.50,30.83,-,-,-,-,Right-hand bat,-
105,Usman Shinwari,Usman Shinwari,PAK,-,-,-,90.0,54.00,3.60,90.0,Right-hand bat,Left-arm medium-fast
106,Prosper Utseya,P Utseya,ZIM,8,15.28,46.72,753.0,41.00,3.26,75.3,Right-hand bat,Right-arm offbreak
107,Chaminda Vaas,WPUJC Vaas,SL,99,28.80,47.79,14053.0,28.48,2.77,61.6,Left-hand bat,Left-arm fast-medium
108,Rassie van der Dussen,HE van der Dussen,SA,8,34.25,42.15,-,-,-,-,Right-hand bat,Legbreak
109,Michael Vandort,MG Vandort,SL,33,36.90,47.25,-,-,-,-,Left-hand bat,Right-arm medium
110,Martin van Jaarsveld,M van Jaarsveld,SA,15,30.53,47.54,42.0,-,4.00,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
111,Kruger van Wyk,CFK van Wyk,NZ,17,21.31,49.13,-,-,-,-,Right-hand bat,-
112,Stiaan van Zyl,S van Zyl,SA,17,26.33,50.77,402.99999999999994,24.66,2.20,67.1,Left-hand bat,Right-arm medium
113,Michael Vaughan,MP Vaughan,ENG,134,42.76,52.60,822.0,77.16,3.37,137.0,Right-hand bat,Right-arm offbreak
114,Mark Vermeulen,MA Vermeulen,ZIM,18,24.94,47.76,6.0,-,5.00,-,Right-hand bat,Right-arm offbreak
115,Daniel Vettori,DL Vettori,ICC/NZ,127,34.18,62.45,20519.0,35.08,2.62,80.1,Left-hand bat,Slow left-arm orthodox
116,Hanuma Vihari,GH Vihari,INDIA,16,36.80,47.83,345.0,36.00,3.13,69.0,Right-hand bat,Right-arm offbreak
117,Murali Vijay,M Vijay,INDIA,105,38.28,46.29,384.0,198.00,3.09,384.0,Right-hand bat,Right-arm offbreak
118,Dane Vilas,DJ Vilas,SA,9,10.44,44.76,-,-,-,-,Right-hand bat,-
119,Hardus Viljoen,GC Viljoen,SA,2,26.00,83.87,114.0,94.00,4.94,114.0,Right-hand bat,Right-arm fast
120,Vinay Kumar,R Vinay Kumar,INDIA,2,5.50,45.83,78.0,73.00,5.61,78.0,Right-hand bat,Right-arm medium
121,James Vince,JM Vince,ENG,22,24.90,49.81,24.0,-,3.25,-,Right-hand bat,Right-arm medium
122,Lou Vincent,L Vincent,NZ,40,34.15,47.11,6.0,-,2.00,-,Right-hand bat,Right-arm medium
123,Kithuruwan Vithanage,KDK Vithanage,SL,16,26.42,76.44,174.0,133.00,4.58,174.0,Left-hand bat,Legbreak
124,Brian Vitori,BV Vitori,ZIM,7,10.40,61.90,833.0,38.66,3.34,69.4,Left-hand bat,Left-arm fast-medium
125,Adam Voges,AC Voges,AUS,31,61.87,55.68,76.0,-,3.47,-,Right-hand bat,Slow left-arm orthodox
126,Matthew Wade,MS Wade,AUS,55,31.30,51.31,30.0,-,5.60,-,Left-hand bat,Right-arm medium
127,Wafadar Momand,Wafadar Momand,AFG,3,6.00,36.36,222.0,77.50,4.18,111.0,Right-hand bat,Right-arm medium
128,Neil Wagner,N Wagner,NZ,63,12.50,44.88,10743.0,26.60,3.06,52.1,Left-hand bat,Left-arm medium-fast
129,Wahab Riaz,Wahab Riaz,PAK,41,8.50,42.09,5018.0,34.50,3.42,60.4,Right-hand bat,Left-arm fast
130,Brooke Walker,BGK Walker,NZ,2,15.00,26.78,89.0,48.50,6.53,44.5,Right-hand bat,Legbreak
131,Malcolm Waller,MN Waller,ZIM,28,21.37,50.79,456.0,27.25,2.86,57.0,Right-hand bat,Right-arm offbreak
132,Courtney Walsh,CA Walsh,WI,10,3.71,28.88,1821.9999999999998,22.25,1.97,67.4,Right-hand bat,Right-arm fast
133,Chadwick Walton,CAK Walton,WI,4,3.25,65.00,-,-,-,-,Right-hand bat,-
134,Waqar Salamkheil,Waqar Salamkheil,AFG,1,-,25.00,186.0,25.25,3.25,46.5,Right-hand bat,Slow left-arm chinaman
135,Waqar Younis,Waqar Younis,PAK,28,10.15,60.55,3005.0,29.05,3.48,50.0,Right-hand bat,Right-arm fast
136,Ian Ward,IJ Ward,ENG,9,16.12,40.82,-,-,-,-,Left-hand bat,Right-arm medium
137,Malinda Warnapura,SM Warnapura,SL,24,35.69,58.14,54.0,-,4.44,-,Left-hand bat,Right-arm offbreak
138,Shane Warne,SK Warne,AUS,82,20.01,64.26,17203.0,24.82,2.96,50.3,Right-hand bat,Legbreak googly
139,David Warner,DA Warner,AUS,155,48.94,72.85,342.0,67.25,4.71,85.5,Left-hand bat,Legbreak
140,Jomel Warrican,JA Warrican,WI,14,28.40,56.12,1545.9999999999998,39.63,3.38,70.2,Right-hand bat,Slow left-arm orthodox
141,Dwight Washington,DM Washington,WI,1,-,28.00,174.0,-,3.20,-,Right-hand bat,Right-arm fast
142,Wasim Akram,Wasim Akram,PAK,4,27.66,74.77,652.0,60.20,2.76,130.4,Left-hand bat,Left-arm fast
143,Brighton Watambwa,BT Watambwa,ZIM,8,3.66,18.64,931.0,35.00,3.15,66.5,Right-hand bat,Right-arm fast-medium
144,BJ Watling,BJ Watling,NZ,110,38.50,42.35,-,-,-,-,Right-hand bat,-
145,Shane Watson,SR Watson,AUS,109,35.19,52.59,5495.0,33.68,2.75,73.2,Right-hand bat,Right-arm fast-medium
146,Mark Waugh,ME Waugh,AUS,32,38.68,55.40,779.0,48.88,3.38,86.5,Right-hand bat,"Right-arm medium, Right-arm offbreak"
147,Steve Waugh,SR Waugh,AUS,52,52.13,52.07,630.0,88.00,2.51,210.0,Right-hand bat,Right-arm medium
148,Chanaka Welegedara,UWMBCA Welegedara,SL,30,9.08,51.53,3799.0,41.32,3.58,69.0,Right-hand bat,Left-arm fast-medium
149,Tom Westley,T Westley,ENG,9,24.12,42.60,24.0,-,3.00,-,Right-hand bat,Right-arm offbreak
150,Craig White,C White,ENG,28,28.08,47.78,2043.9999999999998,48.38,3.69,78.6,Right-hand bat,"Right-arm fast-medium, Right-arm offbreak"
151,Cameron White,CL White,AUS,7,29.20,44.24,558.0,68.40,3.67,111.6,Right-hand bat,Legbreak googly
152,Guy Whittall,GJ Whittall,ZIM,16,28.33,44.17,514.0,237.00,2.76,514.0,Right-hand bat,Right-arm medium
153,Pramodya Wickramasinghe,GP Wickramasinghe,SL,2,11.00,73.33,75.0,25.50,4.08,37.5,Right-hand bat,Right-arm fast-medium
154,Gayan Wijekoon,G Wijekoon,SL,3,12.66,40.86,114.0,33.00,3.47,57.0,Left-hand bat,Left-arm medium
155,Brad Williams,BA Williams,AUS,6,7.66,56.09,852.0,45.11,2.85,94.6,Right-hand bat,Right-arm fast
156,Stuart Williams,SC Williams,WI,5,22.75,62.32,1773.0,48.68,3.13,93.3,Right-hand bat,Right-arm medium
157,Sean Williams,SC Williams,ZIM,24,33.47,56.99,-,-,-,-,Left-hand bat,Slow left-arm orthodox
158,Kane Williamson,KS Williamson,NZ,140,50.99,51.63,2103.0,40.62,3.36,72.5,Right-hand bat,Right-arm offbreak
159,Charl Willoughby,CM Willoughby,SA,-,-,-,300.0,125.00,2.50,300.0,Left-hand bat,Left-arm fast-medium
160,Gary Wilson,GC Wilson,IRE,4,15.00,39.47,-,-,-,-,Right-hand bat,-
161,Paul Wiseman,PJ Wiseman,NZ,15,23.00,45.32,2860.0,55.53,3.26,102.1,Right-hand bat,Right-arm offbreak
162,Craig Wishart,CB Wishart,ZIM,26,29.92,54.06,-,-,-,-,Right-hand bat,Right-arm offbreak
163,Chris Woakes,CR Woakes,ENG,57,25.60,50.10,6110.0,29.40,3.06,57.6,Right-hand bat,Right-arm fast-medium
164,Mark Wood,MA Wood,ENG,28,18.13,67.39,2963.0,32.36,3.27,59.2,Right-hand bat,Right-arm fast
165,Jayant Yadav,J Yadav,INDIA,6,45.60,44.27,627.0,33.36,3.51,57.0,Right-hand bat,Right-arm offbreak
166,Umesh Yadav,UT Yadav,INDIA,52,11.33,49.85,7383.0,30.47,3.56,51.2,Right-hand bat,Right-arm fast
167,Yamin Ahmadzai,Yamin Ahmadzai,AFG,7,4.42,37.34,420.0,21.10,3.01,42.0,Right-hand bat,Right-arm medium-fast
168,Yasir Ali,Yasir Ali,PAK,2,-,20.00,120.0,27.50,2.75,60.0,Right-hand bat,Right-arm fast-medium
169,Yasir Arafat,Yasir Arafat,PAK,3,47.00,46.76,627.0,48.66,4.19,69.6,Right-hand bat,Right-arm fast-medium
170,Yasir Hameed,Yasir Hameed,PAK,49,32.41,57.61,78.0,-,5.53,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
171,Yasir Shah,Yasir Shah,PAK,58,13.59,46.23,12211.0,30.52,3.19,57.3,Right-hand bat,Legbreak googly
172,Tinu Yohannan,T Yohannan,INDIA,4,-,43.33,486.0,51.20,3.16,97.2,Right-hand bat,Right-arm medium-fast
173,Reece Young,RA Young,NZ,10,24.14,40.33,-,-,-,-,Right-hand bat,-
174,Younis Khan,Younis Khan,PAK,199,53.56,52.56,804.0,54.55,3.66,89.3,Right-hand bat,"Right-arm medium, Legbreak"
175,Yuvraj Singh,Yuvraj Singh,INDIA,62,33.92,57.97,931.0,60.77,3.52,103.4,Left-hand bat,Slow left-arm orthodox
176,Zahir Khan,Zahir Khan,AFG,4,0.00,0.00,222.0,31.60,4.27,44.4,Left-hand bat,Slow left-arm chinaman
177,Ziaur Rahman,Ziaur Rahman,BDESH,2,7.00,35.00,180.0,17.75,2.36,45.0,Right-hand bat,Right-arm fast-medium
178,Monde Zondeki,M Zondeki,SA,5,16.40,36.28,780.0,25.26,3.69,41.0,Right-hand bat,Right-arm fast
179,Nuwan Zoysa,DNT Zoysa,SL,22,7.27,39.93,2720.0,34.95,3.08,68.0,Left-hand bat,Left-arm fast-medium
180,Zubayr Hamza,Zubayr Hamza,SA,10,18.10,53.23,-,-,-,-,Right-hand bat,Legbreak
181,Zulfiqar Babar,Zulfiqar Babar,PAK,18,16.00,69.56,4478.0,39.42,2.85,82.9,Right-hand bat,Slow left-arm orthodox
182,Zulqarnain Haider,Zulqarnain Haider,PAK,2,44.00,43.78,-,-,-,-,Right-hand bat,-
